Timestamp;Hallsberg;Karlskoga;Lindesberg;Örebro Bolundsängen;Örebro Conventum
2021-05-09 00:47:50;0;46;96;0;46
2021-05-09 01:02:52;0;46;96;0;46
2021-05-09 01:17:55;0;46;98;0;47
2021-05-09 01:32:58;0;46;98;0;47
2021-05-09 01:48:00;0;46;98;0;46
2021-05-09 02:03:03;0;46;96;0;46
2021-05-09 02:18:05;0;46;96;0;45
2021-05-09 02:33:07;0;46;96;0;45
2021-05-09 02:48:09;0;46;96;0;45
2021-05-09 03:03:12;0;46;96;0;45
2021-05-09 03:18:14;0;46;96;0;45
2021-05-09 03:33:16;0;46;96;0;45
2021-05-09 03:48:18;0;46;96;0;43
2021-05-09 04:03:20;0;46;96;0;44
2021-05-09 04:18:24;0;46;96;0;44
2021-05-09 04:33:26;0;46;96;0;44
2021-05-09 04:48:28;0;46;96;0;44
2021-05-09 05:03:31;0;46;94;0;43
2021-05-09 05:18:33;0;45;94;0;43
2021-05-09 05:33:35;0;45;92;0;43
2021-05-09 05:48:37;0;46;92;0;43
2021-05-09 06:03:41;0;46;92;0;43
2021-05-09 06:18:43;0;45;92;0;43
2021-05-09 06:33:45;0;45;92;0;43
2021-05-09 06:48:48;0;44;92;0;42
2021-05-09 07:03:50;0;45;92;0;43
2021-05-09 07:18:53;0;44;92;0;41
2021-05-09 07:33:56;0;44;94;0;40
2021-05-09 07:48:59;0;42;96;0;40
2021-05-09 08:04:02;0;42;96;0;35
2021-05-09 08:19:04;0;40;94;0;32
2021-05-09 08:34:06;0;38;96;0;30
2021-05-09 08:49:10;0;39;96;0;31
2021-05-09 09:04:13;0;37;96;0;30
2021-05-09 09:19:15;0;35;94;0;27
2021-05-09 09:34:17;0;33;96;0;27
2021-05-09 09:49:21;0;33;94;0;24
